From	To
Q9NZM1	MYOF
Q2KHR3	QSER1
O43169	CYB5B
Q03169	TNFAIP2
Q8IXQ4	GPALPP1
Q9H246	C1orf21
Q9NQT8	KIF13B
O95613	PCNT
Q86TC9	MYPN
Q6P9H4	CNKSR3
Q13619	CUL4A
P00533	EGFR
Q8IY63	AMOTL1
Q16799	RTN1
Q12982	BNIP2
P82909	MRPS36
Q9Y6R1	SLC4A4
Q92870	APBB2
Q9UQC2	GAB2
Q15788	NCOA1
Q5JPI9	EEF1AKMT2
O60551	NMT2
P29536	LMOD1
Q13884	SNTB1
Q14978	NOLC1
Q8WVJ9	TWIST2
Q93074	MED12
Q6ZRV2	FAM83H
P50750	CDK9
Q69YQ0	SPECC1L
Q9UNX4	WDR3
Q9NUL3	STAU2
Q9NW68	BSDC1
O00327	ARNTL
Q13555	CAMK2G
O00767	SCD
Q96D71	REPS1
D6RIA3	C4orf54
Q13451	FKBP5
Q15629	TRAM1
Q7L8A9	VASH1
Q9ULA0	DNPEP
P52594	AGFG1
O60716	CTNND1
Q9HDC5	JPH1
Q8NEN0	ARMC2
P46778	RPL21
Q9Y4P8	WIPI2
P49959	MRE11
Q6ZVM7	TOM1L2
Q92890	UFD1
P52943	CRIP2
Q14118	DAG1
Q9UHY8	FEZ2
Q15366	PCBP2
Q8NB49	ATP11C
Q9H2D6	TRIOBP
Q9Y232	CDYL
O94906	PRPF6
Q8IW50	FAM219A
Q5XKK7	FAM219B
Q99549	MPHOSPH8
Q7L9L4	MOB1B
Q96PX6	CCDC85A
P05198	EIF2S1
Q15648	MED1
O95671	ASMTL
Q14161	GIT2
P51946	CCNH
Q92622	RUBCN
Q16270	IGFBP7
Q06830	PRDX1
Q92610	ZNF592
O94929	ABLIM3
P17987	TCP1
Q9NP61	ARFGAP3
Q96K83	ZNF521
Q5H9R7	PPP6R3
Q96RT1	ERBIN
P47712	PLA2G4A
Q9Y6D5	ARFGEF2
Q96GX8	C16orf74
Q52LW3	ARHGAP29
Q9BSJ8	ESYT1
Q9NZN5	ARHGEF12
P78316	NOP14
Q9UHF7	TRPS1
O60885	BRD4
O43491	EPB41L2
Q3B726	POLR1F
Q9BQ52	ELAC2
Q96BR1	SGK3
O15085	ARHGEF11
A2AJT9	BCLAF3
Q9Y6M7	SLC4A7
Q6ZS17	RIPOR1
Q5ZPR3	CD276
Q9P266	JCAD
O15021	MAST4
P52179	MYOM1
Q92922	SMARCC1
Q9H6S3	EPS8L2
Q5VZ89	DENND4C
O14683	TP53I11
Q9UDT6	CLIP2
Q8N9Q2	SREK1IP1
P49354	FNTA
Q9Y5S2	CDC42BPB
Q14008	CKAP5
O14492	SH2B2
A7E2V4	ZSWIM8
P31943	HNRNPH1
P02794	FTH1
Q99961	SH3GL1
Q9Y5B6	PAXBP1
P35237	SERPINB6
Q9UMS6	SYNPO2
Q14103	HNRNPD
Q9UHW9	SLC12A6
P41236	PPP1R2
Q9NR31	SAR1A
Q8TEQ0	SNX29
Q8NI27	THOC2
Q9BPZ7	MAPKAP1
Q14004	CDK13
P48637	GSS
Q86X27	RALGPS2
Q9UHV7	MED13
Q8NG27	PJA1
Q92995	USP13
Q9Y3F4	STRAP
O95714	HERC2
P42566	EPS15
Q9ULC3	RAB23
Q6NZY4	ZCCHC8
P00367	GLUD1
P61978	HNRNPK
P04406	GAPDH
P10071	GLI3
Q6ZMU5	TRIM72
P46060	RANGAP1
Q9H8G2	CAAP1
Q659C4	LARP1B
Q86V25	VASH2
P61160	ACTR2
Q9UKN8	GTF3C4
P16220	CREB1
Q76M96	CCDC80
Q92625	ANKS1A
O43741	PRKAB2
Q14D04	VEPH1
O14958	CASQ2
Q7Z4S6	KIF21A
P50395	GDI2
Q99755	PIP5K1A
Q7Z5L9	IRF2BP2
Q9UP95	SLC12A4
Q9P265	DIP2B
Q9Y2E4	DIP2C
O75116	ROCK2
Q9P1T7	MDFIC
O95573	ACSL3
P62750	RPL23A
Q9Y2I7	PIKFYVE
Q5HYJ3	FAM76B
Q8N2M8	CLASRP
Q5JV73	FRMPD3
Q9P246	STIM2
P14866	HNRNPL
P14317	HCLS1
P62241	RPS8
P31949	S100A11
Q00536	CDK16
Q9Y6M1	IGF2BP2
Q58A45	PAN3
Q9P2Y5	UVRAG
Q9BXJ9	NAA15
P55081	MFAP1
Q9HAU0	PLEKHA5
Q12923	PTPN13
Q562R1	ACTBL2
Q16181	SEPTIN7
Q15019	SEPTIN2
O43236	SEPTIN4
P35269	GTF2F1
Q99613	EIF3C
Q16186	ADRM1
Q9NW75	GPATCH2
Q9H7S9	ZNF703
Q96NB3	ZNF830
P78332	RBM6
Q12905	ILF2
Q5SSJ5	HP1BP3
P26373	RPL13
Q8NDX5	PHC3
Q9HCL2	GPAM
Q15111	PLCL1
Q9BWU0	SLC4A1AP
P52926	HMGA2
P29692	EEF1D
O60237	PPP1R12B
Q9NZC9	SMARCAL1
Q9UN70	PCDHGC3
O60318	MCM3AP
Q05519	SRSF11
Q15691	MAPRE1
P36873	PPP1CC
P78346	RPP30
Q13425	SNTB2
O75909	CCNK
O00423	EML1
P25054	APC
Q99590	SCAF11
Q8TBA6	GOLGA5
Q13442	PDAP1
P62888	RPL30
O14974	PPP1R12A
Q9UNZ2	NSFL1C
Q14526	HIC1
Q9ULG6	CCPG1
Q9H3N1	TMX1
Q9P2N5	RBM27
P17302	GJA1
O96013	PAK4
Q96PE2	ARHGEF17
Q8NFG4	FLCN
P55287	CDH11
Q92766	RREB1
P48059	LIMS1
P55072	VCP
Q9P2E9	RRBP1
P05387	RPLP2
Q9BZH6	WDR11
Q9Y4B4	RAD54L2
Q96G03	PGM2
Q15700	DLG2
Q8N370	SLC43A2
P55199	ELL
Q5VUA4	ZNF318
Q12872	SFSWAP
Q9H0B6	KLC2
O00716	E2F3
Q9Y696	CLIC4
Q8ND04	SMG8
Q13813	SPTAN1
Q9UPQ3	AGAP1
Q96P47	AGAP3
O94901	SUN1
Q16204	CCDC6
Q8TB03	CXorf38
Q5FWF5	ESCO1
P43487	RANBP1
Q9HAN9	NMNAT1
Q03468	ERCC6
O75030	MITF
O43310	CTIF
P42685	FRK
Q9NR09	BIRC6
Q9Y2Z0	SUGT1
O60502	OGA
P08253	MMP2
O75509	TNFRSF21
Q9NX40	OCIAD1
Q9ULI0	ATAD2B
Q96LA8	PRMT6
Q08J23	NSUN2
Q03111	MLLT1
Q9BXS5	AP1M1
P35858	IGFALS
Q92878	RAD50
P34910	EVI2B
Q8TEU7	RAPGEF6
Q15051	IQCB1
P51178	PLCD1
P61204	ARF3
P18085	ARF4
Q14993	COL19A1
Q8WYL5	SSH1
Q6UXV4	APOOL
Q8TEW8	PARD3B
O15427	SLC16A3
P08138	NGFR
Q0IIM8	TBC1D8B
Q9BWF3	RBM4
P42345	MTOR
P25106	ACKR3
Q96QC0	PPP1R10
A2A3K4	PTPDC1
Q96T37	RBM15
P08708	RPS17
Q13464	ROCK1
Q9UHR4	BAIAP2L1
Q6NYC8	PPP1R18
P42224	STAT1
Q9NVN8	GNL3L
Q6IAA8	LAMTOR1
Q13123	IK
P98174	FGD1
P0C1Z6	TFPT
Q9NZL4	HSPBP1
Q6YHU6	THADA
Q99698	LYST
P61247	RPS3A
Q9H2P0	ADNP
Q9P2F8	SIPA1L2
Q16512	PKN1
O00472	ELL2
Q8WUA2	PPIL4
Q08AD1	CAMSAP2
Q96CV9	OPTN
Q8NI08	NCOA7
Q92539	LPIN2
Q86TV6	TTC7B
P23497	SP100
O96007	MOCS2
P62191	PSMC1
Q9NZN4	EHD2
O14672	ADAM10
Q13404	UBE2V1
Q8IXK0	PHC2
Q9GZT3	SLIRP
Q9ULH0	KIDINS220
Q9H425	C1orf198
Q99704	DOK1
Q8TBP0	TBC1D16
O43149	ZZEF1
P24821	TNC
P08910	ABHD2
Q15334	LLGL1
Q9UPI3	FLVCR2
Q13610	PWP1
Q6DN90	IQSEC1
Q00537	CDK17
Q07002	CDK18
Q9NS56	TOPORS
Q7Z7L8	C11orf96
Q9UJU6	DBNL
Q9Y5Q9	GTF3C3
O95069	KCNK2
Q658Y4	FAM91A1
Q5VVJ2	MYSM1
O60245	PCDH7
Q9UQB8	BAIAP2
Q9UNL2	SSR3
Q14241	ELOA
Q00587	CDC42EP1
O00559	EBAG9
Q7Z3K3	POGZ
Q5T5C0	STXBP5
Q96RR4	CAMKK2
Q49A26	GLYR1
Q9NQG5	RPRD1B
Q9NYJ8	TAB2
E7EW31	PROB1
P57737	CORO7
Q8N201	INTS1
Q15742	NAB2
Q9BTC8	MTA3
Q9HCE1	MOV10
Q96BY7	ATG2B
O14828	SCAMP3
Q9UGP4	LIMD1
Q08499	PDE4D
O94967	WDR47
Q8ND24	RNF214
Q6V0I7	FAT4
P40925	MDH1
Q8NEJ9	NGDN
Q9Y2H0	DLGAP4
Q9UPR0	PLCL2
Q86UE4	MTDH
Q9NRF8	CTPS2
Q9BST9	RTKN
Q15643	TRIP11
Q08334	IL10RB
Q63HR2	TNS2
Q5VUB5	FAM171A1
O95819	MAP4K4
P82094	TMF1
P21796	VDAC1
P45880	VDAC2
P53602	MVD
Q9NPB8	GPCPD1
P35240	NF2
Q13530	SERINC3
Q9NRX5	SERINC1
O60503	ADCY9
P56962	STX17
Q6VY07	PACS1
O43583	DENR
Q9UJM3	ERRFI1
Q96G23	CERS2
O95391	SLU7
Q9H7F0	ATP13A3
P78312	FAM193A
Q9Y4G2	PLEKHM1
P13807	GYS1
Q8NFA0	USP32
Q13620	CUL4B
Q9UH62	ARMCX3
Q14160	SCRIB
Q9NXE8	CWC25
P52564	MAP2K6
Q5HYI7	MTX3
P25116	F2R
Q6P5Q4	LMOD2
Q9Y2K7	KDM2A
Q8WYH8	ING5
O60812	HNRNPCL1
Q71F56	MED13L
P19237	TNNI1
Q7Z309	PABIR2
Q5VST9	OBSCN
Q2V2M9	FHOD3
Q8NE79	BVES
Q49MG5	MAP9
Q92930	RAB8B
O43818	RRP9
Q9NRH2	SNRK
P15336	ATF2
P20337	RAB3B
O60333	KIF1B
Q86U70	LDB1
O43493	TGOLN2
Q9NZU5	LMCD1
P31629	HIVEP2
Q8IYM9	TRIM22
Q9Y2H6	FNDC3A
Q9UBW7	ZMYM2
Q8N573	OXR1
P55036	PSMD4
Q9Y3Q3	TMED3
Q7L1Q6	BZW1
Q9NWC5	TMEM45A
O14613	CDC42EP2
O60315	ZEB2
Q8NC44	RETREG2
Q8N5G2	MACO1
P40855	PEX19
O15440	ABCC5
P13535	MYH8
Q96RN5	MED15
Q96HR8	NAF1
Q6P4E1	GOLM2
O94913	PCF11
Q86SF2	GALNT7
Q08999	RBL2
Q92628	KIAA0232
O60238	BNIP3L
O14495	PLPP3
Q08117	TLE5
Q9UIG8	SLCO3A1
Q14721	KCNB1
P51659	HSD17B4
Q14694	USP10
Q8WW12	PCNP
Q9NRY4	ARHGAP35
Q9Y5T5	USP16
Q92609	TBC1D5
P25098	GRK2
O75449	KATNA1
Q96Q15	SMG1
Q9BUA3	SPINDOC
Q14699	RFTN1
Q13033	STRN3
P57679	EVC
P17181	IFNAR1
Q8WWI1	LMO7
Q9UPN7	PPP6R1
P14868	DARS1
O95677	EYA4
Q08431	MFGE8
P17301	ITGA2
Q8N5F7	NKAP
Q07866	KLC1
Q14157	UBAP2L
Q9NZB2	FAM120A
Q99567	NUP88
Q13625	TP53BP2
Q9Y6M4	CSNK1G3
P09543	CNP
P23470	PTPRG
P30086	PEBP1
Q9NS62	THSD1
Q5TBA9	FRY
Q9Y2L5	TRAPPC8
Q96PZ0	PUS7
Q5SYE7	NHSL1
Q8TDY4	ASAP3
Q9Y5K6	CD2AP
Q9BWW4	SSBP3
P81877	SSBP2
Q8N1F8	STK11IP
Q96AT1	KIAA1143
Q12983	BNIP3
Q53EL6	PDCD4
O94763	URI1
Q8TDR0	TRAF3IP1
O75592	MYCBP2
O00522	KRIT1
Q6ZWT7	MBOAT2
Q96Q45	TMEM237
Q13203	MYBPH
P49790	NUP153
Q9Y385	UBE2J1
Q86XJ1	GAS2L3
Q15717	ELAVL1
Q96T58	SPEN
Q9H8M9	EVA1A
Q13480	GAB1
Q92734	TFG
Q9NW97	TMEM51
Q92598	HSPH1
Q9UKK3	PARP4
P54727	RAD23B
Q96FW1	OTUB1
O75400	PRPF40A
Q8WX93	PALLD
Q7Z3E5	ARMC9
P60174	TPI1
O75475	PSIP1
Q9BVG4	PBDC1
Q9C0H5	ARHGAP39
P13797	PLS3
Q9UHD8	SEPTIN9
P54259	ATN1
Q9BSL1	UBAC1
Q9BZZ5	API5
Q01433	AMPD2
Q6P3W7	SCYL2
Q2M2Z5	KIZ
P40818	USP8
Q03701	CEBPZ
Q6IC98	GRAMD4
O15173	PGRMC2
Q9Y570	PPME1
Q8NEY8	PPHLN1
Q8IYU2	HACE1
O75382	TRIM3
Q9NRG0	CHRAC1
Q8NHQ9	DDX55
Q9NZM3	ITSN2
Q8TCJ2	STT3B
P28827	PTPRM
Q93052	LPP
P16383	GCFC2
P30533	LRPAP1
Q92688	ANP32B
O43314	PPIP5K2
Q8NFH8	REPS2
Q05682	CALD1
Q96KP1	EXOC2
Q92738	USP6NL
Q7Z6J0	SH3RF1
Q14289	PTK2B
Q9P227	ARHGAP23
Q86XR7	TICAM2
Q9Y2K2	SIK3
Q92769	HDAC2
P62805	H4-16
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
P16333	NCK1
O94808	GFPT2
Q12791	KCNMA1
P56945	BCAR1
Q9UK59	DBR1
Q9Y2U5	MAP3K2
Q9NZL6	RGL1
O75815	BCAR3
Q6ZS30	NBEAL1
Q9H7D7	WDR26
P11171	EPB41
Q8IW52	SLITRK4
P35222	CTNNB1
Q9Y4F9	RIPOR2
O43318	MAP3K7
P41208	CETN2
A2RRP1	NBAS
Q16825	PTPN21
P20020	ATP2B1
O00505	KPNA3
Q9UPN4	CEP131
Q68EM7	ARHGAP17
Q9C040	TRIM2
P55198	MLLT6
Q7Z5K2	WAPL
Q96PU4	UHRF2
Q5VWG9	TAF3
P57682	KLF3
Q8IZ21	PHACTR4
Q12996	CSTF3
Q9BTL3	RAMAC
E9PB15	PTGES3L
O15047	SETD1A
Q96T17	MAP7D2
Q9BZX2	UCK2
O00410	IPO5
Q13905	RAPGEF1
Q9BY89	KIAA1671
Q9BZF9	UACA
Q9UL01	DSE
Q09161	NCBP1
P18754	RCC1
Q15287	RNPS1
Q86W92	PPFIBP1
Q14669	TRIP12
O94880	PHF14
Q7Z2E3	APTX
Q96L34	MARK4
Q92466	DDB2
Q86VX9	MON1A
Q5VZK9	CARMIL1
Q7RTP6	MICAL3
Q9BUQ8	DDX23
Q4G0J3	LARP7
Q9UJF2	RASAL2
P42696	RBM34
Q9UKJ3	GPATCH8
Q96B36	AKT1S1
O95232	LUC7L3
Q9ULV3	CIZ1
Q9C0B1	FTO
Q14C86	GAPVD1
O60343	TBC1D4
Q9BRS8	LARP6
P22087	FBL
Q96II8	LRCH3
P50548	ERF
Q96NW7	LRRC7
Q01650	SLC7A5
Q8N2F6	ARMC10
Q92934	BAD
Q96GP6	SCARF2
P50542	PEX5
Q9UKF7	PITPNC1
Q9GZM8	NDEL1
O15056	SYNJ2
Q7LBC6	KDM3B
Q86YV5	PRAG1
Q9Y3M2	CBY1
Q9H2K8	TAOK3
O60930	RNASEH1
Q9HC56	PCDH9
O75140	DEPDC5
Q8N111	CEND1
A8MT19	RHPN2P1
P05556	ITGB1
P51825	AFF1
Q86X02	CDR2L
Q8NG08	HELB
Q9H2L5	RASSF4
Q6IQ26	DENND5A
Q9UBF8	PI4KB
Q96FJ0	STAMBPL1
P15884	TCF4
Q07960	ARHGAP1
O94992	HEXIM1
Q9UPN9	TRIM33
P08865	RPSA
O15013	ARHGEF10
Q16637	SMN1
Q16637	SMN2
Q15884	FAM189A2
Q9Y608	LRRFIP2
O00470	MEIS1
Q9BQK8	LPIN3
Q6ZUT9	DENND5B
Q9Y2H2	INPP5F
P43005	SLC1A1
Q4AC94	C2CD3
Q99958	FOXC2
O15234	CASC3
Q6PID6	TTC33
O94827	PLEKHG5
P30279	CCND2
O75153	CLUH
Q9Y3R5	DOP1B
Q7Z5P9	MUC19
P52701	MSH6
Q9UN42	ATP1B4
P63316	TNNC1
P43007	SLC1A4
Q76N32	CEP68
Q96PL5	ERMAP
A7KAX9	ARHGAP32
Q08211	DHX9
Q9Y2D5	AKAP2
P48444	ARCN1
Q9NSY1	BMP2K
Q14112	NID2
O75044	SRGAP2
Q5JTV8	TOR1AIP1
Q13362	PPP2R5C
Q14738	PPP2R5D
Q9NRA0	SPHK2
P43121	MCAM
Q9BXK5	BCL2L13
Q5HYW2	NHSL2
Q9Y2D4	EXOC6B
Q66GS9	CEP135
Q96L92	SNX27
Q15040	JOSD1
Q9BYW2	SETD2
Q92574	TSC1
P08473	MME
O95297	MPZL1
P40227	CCT6A
Q9NQ75	CASS4
O15164	TRIM24
Q5JXC2	MIIP
P78536	ADAM17
P18206	VCL
Q9P0U3	SENP1
Q27J81	INF2
P09382	LGALS1
Q3SY69	ALDH1L2
Q5T5P2	KIAA1217
P27987	ITPKB
Q96AQ6	PBXIP1
O75064	DENND4B
P08651	NFIC
O60447	EVI5
Q96AJ1	CLUAP1
Q9H706	GAREM1
P0CAP2	POLR2M
P98082	DAB2
Q99523	SORT1
Q15555	MAPRE2
P40189	IL6ST
Q6ICG6	KIAA0930
Q2PPJ7	RALGAPA2
O43293	DAPK3
P40123	CAP2
O75971	SNAPC5
Q96QD8	SLC38A2
Q14938	NFIX
Q14684	RRP1B
Q8TAT6	NPLOC4
Q96HP0	DOCK6
Q9UBT2	UBA2
P62826	RAN
O00429	DNM1L
Q08170	SRSF4
Q7Z422	SZRD1
P28290	ITPRID2
Q6P3S1	DENND1B
Q9UBM7	DHCR7
Q7Z5H3	ARHGAP22
Q8WWN8	ARAP3
Q9HCH5	SYTL2
Q8ND76	CCNY
Q96B18	DACT3
Q01970	PLCB3
Q15075	EEA1
O75976	CPD
Q9UBS9	SUCO
Q14764	MVP
Q96NN9	AIFM3
Q53HC0	CCDC92
Q13185	CBX3
O15155	BET1
Q9BZE9	ASPSCR1
Q9Y2X7	GIT1
O95292	VAPB
Q9NQC7	CYLD
Q99650	OSMR
Q8NHQ8	RASSF8
P18615	NELFE
Q92997	DVL3
Q8TEW0	PARD3
Q9H694	BICC1
Q53SF7	COBLL1
Q99614	TTC1
Q5UIP0	RIF1
Q8N7R7	CCNYL1
Q9BZ71	PITPNM3
P06400	RB1
Q9BWH2	FUNDC2
Q5T1M5	FKBP15
P31321	PRKAR1B
Q9P0V3	SH3BP4
Q8TDY8	IGDCC4
Q9Y4F1	FARP1
A2RU67	FAM234B
Q9Y3Q8	TSC22D4
Q01130	SRSF2
Q14774	HLX
Q9Y6R4	MAP3K4
Q00653	NFKB2
Q14242	SELPLG
Q6P1R3	MSANTD2
P35658	NUP214
Q9BTE7	DCUN1D5
Q92793	CREBBP
Q9NP66	HMG20A
Q7L804	RAB11FIP2
Q92540	SMG7
Q15036	SNX17
Q9BVC5	C2orf49
P15056	BRAF
Q9C0A6	SETD5
Q13129	RLF
Q99759	MAP3K3
Q15139	PRKD1
Q8WVT3	TRAPPC12
A6NGB9	WIPF3
Q5M775	SPECC1
Q96JP5	ZFP91
O00499	BIN1
O60890	OPHN1
Q8N6T3	ARFGAP1
Q9NWQ4	GPATCH2L
Q8TB45	DEPTOR
Q9HCU0	CD248
Q8WY36	BBX
Q9Y3C5	RNF11
P28370	SMARCA1
Q8N8S7	ENAH
Q9BZL4	PPP1R12C
Q15776	ZKSCAN8
P10636	MAPT
P15880	RPS2
Q6VN20	RANBP10
Q96F86	EDC3
Q9H0X4	FAM234A
P23142	FBLN1
Q9H063	MAF1
Q92900	UPF1
Q9Y4D2	DAGLA
Q96MT3	PRICKLE1
Q9ULH1	ASAP1
Q5JSL3	DOCK11
Q9BYG3	NIFK
Q13164	MAPK7
Q14185	DOCK1
Q15751	HERC1
Q9P2T1	GMPR2
Q9H0G5	NSRP1
Q9H6S0	YTHDC2
Q96HH9	GRAMD2B
P49918	CDKN1C
Q02543	RPL18A
Q6ULP2	AFTPH
Q3KR37	GRAMD1B
Q8N7B6	PACRGL
O43768	ENSA
P13716	ALAD
Q13191	CBLB
Q9BWG4	SSBP4
Q9UGU5	HMGXB4
Q8WVR3	TRAPPC14
Q15057	ACAP2
Q6FI81	CIAPIN1
Q12849	GRSF1
Q96ER3	SAAL1
Q96T83	SLC9A7
Q8N8E3	CEP112
Q96Q42	ALS2
Q13283	G3BP1
Q8N4U5	TCP11L2
Q9Y5U2	TSSC4
Q9UPT5	EXOC7
Q8N568	DCLK2
P50552	VASP
Q9BZV2	SLC19A3
Q86WC4	OSTM1
Q8IWT6	LRRC8A
Q7L0Y3	TRMT10C
Q2TBE0	CWF19L2
P62491	RAB11A
O95394	PGM3
Q13522	PPP1R1A
Q92521	PIGB
Q86WG5	SBF2
P24588	AKAP5
Q9UN86	G3BP2
Q96IZ0	PAWR
P68104	EEF1A1
Q6P995	FAM171B
Q9Y6D6	ARFGEF1
P20962	PTMS
Q12857	NFIA
Q8IVH8	MAP4K3
Q9UGI9	PRKAG3
Q9NUN5	LMBRD1
Q96C24	SYTL4
Q9P270	SLAIN2
Q5HYK7	SH3D19
Q8TB52	FBXO30
Q6P6C2	ALKBH5
Q9UHI6	DDX20
Q9UBU9	NXF1
Q14141	SEPTIN6
P55265	ADAR
P63104	YWHAZ
Q8IWS0	PHF6
Q9UF11	PLEKHB1
Q9H987	SYNPO2L
Q86UU0	BCL9L
Q13206	DDX10
Q8TEH3	DENND1A
Q86UX7	FERMT3
Q92859	NEO1
Q9NTX5	ECHDC1
P40425	PBX2
O00303	EIF3F
Q9Y3D3	MRPS16
Q15170	TCEAL1
Q9BQ70	TCF25
P13611	VCAN
Q9UJX6	ANAPC2
Q9HAV4	XPO5
Q8WZA1	POMGNT1
Q9UHK0	NUFIP1
Q9UEW8	STK39
Q9BV40	VAMP8
Q4KMP7	TBC1D10B
Q8WVV9	HNRNPLL
Q9NWS9	ZNF446
O94864	SUPT7L
P05114	HMGN1
Q8NCF5	NFATC2IP
Q9UQK1	PPP1R3C
P51809	VAMP7
P10070	GLI2
Q9ULJ3	ZBTB21
Q9Y5P4	CERT1
Q86VP3	PACS2
Q7Z2K8	GPRIN1
B3KU38	IQCJ-SCHIP1
Q9BQI5	SGIP1
Q9Y2K3	MYH15
O43159	RRP8
Q15293	RCN1
Q9Y6N7	ROBO1
Q7Z4Q2	HEATR3
Q8IUD2	ERC1
Q96FV9	THOC1
Q9UPT8	ZC3H4
Q14202	ZMYM3
Q9H3P7	ACBD3
O00712	NFIB
P37837	TALDO1
P32519	ELF1
P18887	XRCC1
Q9H3P2	NELFA
Q8IZP0	ABI1
Q9BPX3	NCAPG
O95425	SVIL
Q9UPU5	USP24
P49915	GMPS
Q9NW82	WDR70
B2RTY4	MYO9A
Q9NVR2	INTS10
Q5JT25	RAB41
Q6PFW1	PPIP5K1
Q04759	PRKCQ
Q9Y6M5	SLC30A1
Q9Y6I3	EPN1
Q9Y6Q9	NCOA3
Q96A49	SYAP1
Q9NQ66	PLCB1
Q96DZ5	CLIP3
O75385	ULK1
Q8NF91	SYNE1
O60264	SMARCA5
P23634	ATP2B4
Q9H5H4	ZNF768
Q9UNF0	PACSIN2
Q6P1Q9	METTL2B
Q8N264	ARHGAP24
O60669	SLC16A7
A4UGR9	XIRP2
Q9UKK9	NUDT5
Q9H7C4	SYNC
Q9NQZ2	UTP3
Q9H910	JPT2
P35580	MYH10
Q92541	RTF1
Q96MH2	HEXIM2
Q9Y2Q0	ATP8A1
Q86XL3	ANKLE2
Q2M389	WASHC4
Q86UP3	ZFHX4
P51003	PAPOLA
Q9Y5J1	UTP18
P42356	PI4KA
Q13188	STK3
Q8TDX7	NEK7
Q9UBV2	SEL1L
Q96MY1	NOL4L
Q7KZI7	MARK2
O95104	SCAF4
Q13009	TIAM1
O95183	VAMP5
P53814	SMTN
Q9H422	HIPK3
Q6GYQ0	RALGAPA1
Q9Y2G8	DNAJC16
Q7Z2W4	ZC3HAV1
P06576	ATP5F1B
Q8WUI4	HDAC7
O15084	ANKRD28
Q16555	DPYSL2
Q13976	PRKG1
Q13237	PRKG2
Q8WXF7	ATL1
O94915	FRYL
P05186	ALPL
P48651	PTDSS1
Q9UKX7	NUP50
Q6ZSS7	MFSD6
Q5TF58	IFFO2
Q8IXM2	BAP18
P56181	NDUFV3
O00244	ATOX1
P41250	GARS1
Q9P0P8	MTRES1
Q9NWB7	IFT57
Q9BRK5	SDF4
Q96P16	RPRD1A
O95674	CDS2
Q07955	SRSF1
Q9NPC6	MYOZ2
P14921	ETS1
O15258	RER1
Q9BQE9	BCL7B
P17936	IGFBP3
Q9H5J0	ZBTB3
P30414	NKTR
P15260	IFNGR1
Q8IZ73	RPUSD2
Q86WR0	CCDC25
Q12767	TMEM94
O95644	NFATC1
Q96E39	RBMXL1
P38159	RBMX
Q9ULL0	KIAA1210
P22681	CBL
P05067	APP
O15357	INPPL1
P16615	ATP2A2
O95721	SNAP29
Q96IG2	FBXL20
Q9UKC9	FBXL2
O14730	RIOK3
Q92954	PRG4
Q9H013	ADAM19
P17252	PRKCA
O00299	CLIC1
P11277	SPTB
Q8TD55	PLEKHO2
Q8TEV9	SMCR8
Q9Y2U8	LEMD3
Q8WWQ0	PHIP
Q9NZ09	UBAP1
Q9NV56	MRGBP
P12277	CKB
O14737	PDCD5
Q16658	FSCN1
Q12802	AKAP13
Q7KZF4	SND1
P35716	SOX11
Q6P9G4	TMEM154
O95817	BAG3
Q9NQ84	GPRC5C
Q9Y606	PUS1
P42684	ABL2
Q8IXJ6	SIRT2
Q92945	KHSRP
Q9Y666	SLC12A7
Q8IZL8	PELP1
O60488	ACSL4
Q8N3C0	ASCC3
Q9P2D3	HEATR5B
Q9BZC7	ABCA2
O75052	NOS1AP
O00443	PIK3C2A
Q68DK2	ZFYVE26
O14497	ARID1A
Q06190	PPP2R3A
Q9H6A9	PCNX3
Q9ULT8	HECTD1
Q16760	DGKD
Q96E09	PABIR1
Q9Y3E7	CHMP3
Q8IZD0	SAMD14
Q6UN15	FIP1L1
O95793	STAU1
Q8NC96	NECAP1
P00338	LDHA
Q14151	SAFB2
Q8N302	AGGF1
Q9Y6Y8	SEC23IP
P18433	PTPRA
Q7Z460	CLASP1
Q7L2H7	EIF3M
O00151	PDLIM1
P29972	AQP1
O75369	FLNB
Q86VQ1	GLCCI1
Q14194	CRMP1
Q6P1L5	FAM117B
P51610	HCFC1
P05023	ATP1A1
O00418	EEF2K
Q13433	SLC39A6
Q8WYQ5	DGCR8
Q04323	UBXN1
P62136	PPP1CA
Q14644	RASA3
Q9UBT7	CTNNAL1
P00568	AK1
Q14192	FHL2
Q9C0H2	TTYH3
Q9NYB0	TERF2IP
P83436	COG7
Q13496	MTM1
P10301	RRAS
Q9NYL2	MAP3K20
P62140	PPP1CB
P46108	CRK
P07947	YES1
Q05D32	CTDSPL2
P24928	POLR2A
O60437	PPL
Q96A57	TMEM230
Q8TCZ2	CD99L2
Q7Z3G6	PRICKLE2
O94762	RECQL5
Q8N9T8	KRI1
Q9NWW5	CLN6
Q15326	ZMYND11
Q5VZM2	RRAGB
O95935	TBX18
Q8TDC3	BRSK1
Q92630	DYRK2
Q9BRK4	LZTS2
Q86SQ6	ADGRA1
Q9UBB5	MBD2
P09496	CLTA
Q5PRF9	SAMD4B
Q9P2Q2	FRMD4A
Q15018	ABRAXAS2
